File Version	v3.03.00
Modified Date	08/18/2020
Modified Time	12:12:25

SceneID	RoomID	SceneName
1	256	ALL ON
2	256	ALL OFF
3	256	GOODNIGHT
4	256	BATHROOM HIS
5	256	WELCOME
6	256	ART
7	256	RELAX NIGHT
9	256	BATHROOM HERS
8	256	RELAX DAY
10	256	STUDY ACCENTS
11	256	MASTER ACCENTS
12	256	LIVING ACCENTS
13	256	FAMILY ACCENTS
14	256	KITHCEN ACCENTS
15	256	ENTRY ACCENTS

